movie_id,imdb,rotten_tomatoes
4274,6.4,
4275,5.5,
4276,7.2,
4277,4.8,
4278,5.5,50
4279,4.1,25
4280,6.6,
4281,5.5,
4282,7.5,
4283,3.9,
4284,8.5,
4285,4.2,
4286,6.4,
4287,4.4,33
4288,6.3,20
4289,4.7,
4290,7.8,
4291,5.6,
4292,5.4,
4293,6.3,
4294,5.1,
4295,4.7,
4296,4.5,
4297,5.7,
4298,,
4299,5.2,
4300,5.3,
4301,4.2,27
4302,7.8,
4303,3.7,11
4304,6.5,
4305,4.4,18
4306,5.7,
4307,6,
4308,4.8,
4309,5.1,
4310,4.6,11
4311,5.7,27
4312,5.8,
4313,5.3,
4314,4.5,25
4315,7,
4316,5.2,
4317,5.3,
4318,5.5,
4319,4.8,
4320,5.8,
4321,4.2,15
4322,7.5,
4323,5.7,
4324,4.8,
4325,4.6,
4326,8.2,
4327,4.5,
4328,6.6,50
4329,3.6,
4330,7.4,
4331,4.1,
4332,4.4,
4333,7,
4334,6.4,
4335,6.7,
4336,4.7,
4337,4.8,
4338,7.7,
4339,4.8,72
4340,5.1,
4341,4.4,
4342,5.7,
4343,3,
4344,3.7,
4345,4.5,4
4346,5.7,
4347,5.5,
4348,4.6,
4349,2.8,
4350,6,
4351,4.8,
4352,6.2,
4353,4.5,
4354,5.7,
4355,4.1,
4356,4.9,
4357,4.3,
4358,2.5,
4359,5.3,
4360,0,
4361,7.3,
4362,6.9,
4363,4.6,
4364,5.7,69
4365,3.3,
4366,4.6,
4367,6.8,
4368,5.5,
4369,4,
4370,4.7,
4371,4.9,
4372,4.2,
4373,5.8,
4374,5.4,
4375,3.2,
4376,3.8,
4377,4.5,
4378,4.4,
4379,3.8,
4380,6.3,
4381,4.2,
4382,3.8,
4383,5.9,
4384,,
4385,3.6,
4386,6.1,
4387,5.1,
4388,4.6,
4389,3.4,
4390,4.6,
4391,6.2,
4392,5.6,
4393,2.3,
4394,4.8,
4395,5,
4396,6.8,
4397,6.4,
4398,6.1,
4399,6.1,
4400,,
4401,4.5,
4402,4.5,
4403,2.6,
4404,3.1,
4405,3.3,
4406,6.1,
4407,6.3,
4408,3.9,
4409,2.2,
4410,,
4411,4.4,
4412,4.4,
4413,6.2,
4414,4.8,
4415,6.5,
4416,3.9,
4417,4.6,
4418,6.6,
4419,3.7,
4420,5.2,
4421,7,
4422,5.7,
4423,5.1,
4424,5.9,
4425,4.1,
4426,3.5,
4427,2.7,
4428,5.1,
4429,4.2,
4430,2.5,
4431,4.7,
4432,4.3,
4433,,
4434,,
4435,,
4436,,
4437,,
4438,,
4439,8,92
4440,8.6,94
4441,8.2,90
4442,8.4,98
4443,7.7,97
4444,8.2,95
4445,8.1,95
4446,8,96
4447,8.1,92
4448,7.4,99
4449,8,98
4450,7.8,85
4451,7.5,98
4452,7.8,96
4453,7.8,100
4454,8,98
4455,7,77
4456,6.9,80
4457,7.9,97
4458,7.7,77
4459,7.8,98
4460,8.6,94
4461,8,96
4462,7.4,91
4463,7,73
4464,7.4,88
4465,7.6,90
4466,7.6,98
4467,7.5,99
4468,8.2,100
4469,8.1,93
4470,7.9,97
4471,8.1,100
4472,7.9,94
4473,7.8,66
4474,8.6,100
4475,7.4,99
4476,7.3,89
4477,8.3,100
4478,7.3,84
4479,7.9,98
4480,7.9,98
4481,7.9,94
4482,8,97
4483,7,92
4484,8.2,95
4485,7.2,100
4486,7.9,84
4487,8.1,93
4488,7.2,86
4489,7.8,83
4490,7.5,92
4491,8.3,100
4492,7.7,98
4493,7.8,91
4494,8.2,94
4495,7.5,95
4496,7.8,92
4497,7.6,100
4498,8.3,89
4499,7.7,90
4500,7.5,95
4501,7.3,90
4502,7.1,83
4503,7.6,96
4504,7.8,96
4505,8,87
4506,7.4,96
4507,8.2,86
4508,8.5,76
4509,7.9,98
4510,7.5,80
4511,7.2,82
4512,8.5,99
4513,8.1,98
4514,6.7,80
4515,8.2,98
4516,7.3,81
4517,8.3,96
4518,7.6,93
4519,7.1,91
4520,7.3,94
4521,7.8,92
4522,7.2,76
4523,7.4,96
4524,8,83
4525,7.3,92
4526,7.6,97
4527,7.7,75
4528,7.6,58
4529,7.3,62
4530,7.4,81
4531,7.5,100
4532,7.8,100
4533,7.1,69
4534,7.3,83
4535,7.8,99
4536,7.2,84
4537,7.1,79
4538,7.4,86
4539,8,97
4540,7.3,89
4541,7.6,94
4542,7.8,22
4543,7.5,76
4544,7.9,97
4545,6.8,89
4546,7.1,93
4547,7.5,97
4548,8.2,90
4549,7.4,86
4550,7.4,92
4551,8.1,78
4552,7.9,100
4553,7.5,95
4554,7.1,91
4555,6.8,89
4556,8.1,100
4557,6.6,83
4558,7.5,94
4559,7.8,100
4560,7.1,93
4561,7.7,89
4562,7.2,81
4563,7.5,100
4564,7.3,82
4565,6.9,80
4566,7.4,91
4567,7.4,78
4568,7.9,100
4569,7.1,96
4570,6.8,77
4571,7.1,75
4572,7.6,91
4573,7.5,93
4574,7.3,69
4575,7.2,84
4576,6.8,89
4577,7.1,86
4578,7.4,96
4579,7.2,100
4580,7.3,93
4581,7.8,70
4582,7,92
4583,7.8,100
4584,7.6,87
4585,7,70
4586,7.9,96
4587,6.5,76
4588,7,82
4589,7.8,91
4590,7.3,96
4591,8.2,67
4592,8.5,100
4593,7.3,90
4594,6.8,88
4595,6.9,100
4596,6.8,77
4597,6.6,72
4598,6.6,87
4599,7.2,78
4600,7.9,88
4601,7.7,100
4602,7.7,84
4603,7.3,77
4604,7.4,100
4605,8.2,80
4606,7.4,64
4607,7,86
4608,7.7,98
4609,7.7,96
4610,6.8,87
4611,7.2,69
4612,7.5,91
4613,7.2,92
4614,7.2,85
4615,7.9,93
4616,7.5,74
4617,7,95
4618,7.3,100
4619,7.2,100
4620,7.8,97
4621,6.8,89
4622,7.9,99
4623,7.4,86
4624,7.5,88
4625,7.5,96
4626,7.1,81
4627,7.6,91
4628,7.8,100
4629,7,83
4630,7.4,100
4631,6.5,89
4632,7.6,100
4633,6.8,73
4634,7.3,99
4635,7.5,95
4636,7.2,80
4637,7.7,70
4638,7.8,99
4639,7.5,98
4640,7.8,97
4641,7.2,57
4642,6.7,90
4643,7.5,98
4644,7.5,86
4645,6.9,92
4646,7.2,80
4647,6.6,84
4648,6.7,92
4649,7.1,69
4650,7.6,87
4651,7.3,96
4652,8.4,96
4653,7.7,93
4654,7.1,100
4655,7,82
4656,6.9,88
4657,6.5,71
4658,6.5,80
4659,7.2,93
4660,7.5,71
4661,7.6,100
4662,7.3,100
4663,8.6,100
4664,6.4,99
4665,6.8,65
4666,7.8,78
4667,7,73
4668,7,84
4669,7.6,99
4670,7.9,100
4671,7.1,86
4672,7.1,75
4673,7.8,100
4674,7.3,100
4675,8,100
4676,7,90
4677,7.7,93
4678,6.5,92
4679,8.3,100
4680,7.9,
4681,7.2,91
4682,7.2,63
4683,7.3,54
4684,6.7,85
4685,7.1,75
4686,6.5,63
4687,7.1,100
4688,8.5,100
4689,7.2,71
4690,7.3,85
4691,7.5,95
4692,7.7,91
4693,7.3,100
4694,7.8,100
4695,8.4,83
4696,7.2,87
4697,7.1,84
4698,7.6,89
4699,7.2,57
4700,7.3,100
4701,7,93
4702,7.4,83
4703,6.9,80
4704,6.4,87
4705,6.4,80
4706,7.9,88
4707,6.9,81
4708,6.1,79
4709,6.7,87
4710,7.8,91
4711,8.2,100
4712,6.8,59
4713,7.4,75
4714,7.3,94
4715,7.2,52
4716,6.4,100
4717,7.4,84
4718,6.9,76
4719,7.8,94
4720,7.7,88
4721,7,99
4722,7.6,91
4723,7.8,100
4724,5.8,66
4725,7.7,90
4726,6.8,73
4727,6.7,80
4728,7.2,82
4729,7.1,96
4730,7.3,86
4731,6,77
4732,6.8,74
4733,6.4,67
4734,6.2,27
4735,7.4,100
4736,7.3,100
4737,7.6,88
4738,6.7,76
4739,6.7,84
4740,7.4,86
4741,7.5,100
4742,6.7,87
4743,7.2,100
4744,6.9,94
4745,6.9,94
4746,6.4,89
4747,7.6,95
4748,6.7,83
4749,7.1,64
4750,7.8,67
4751,7.4,100
4752,7.1,97
4753,7.2,100
4754,7.5,62
4755,8.3,100
4756,6.4,97
4757,6.8,78
4758,7.4,87
4759,7.5,100
4760,7.4,100
4761,6.6,80
4762,7.4,100
4763,6.3,87
4764,7,77
4765,7.3,74
4766,6.6,68
4767,7.3,93
4768,7.1,68
4769,6.6,100
4770,7,57
4771,6.2,87
4772,7.1,97
4773,7.7,86
4774,7.2,100
4775,6.6,77
4776,7.7,100
4777,6.9,92
4778,7.4,94
4779,7.8,100
4780,7.3,100
4781,7.1,57
4782,6.9,77
4783,6.7,43
4784,7.5,81
4785,6.9,96
4786,7.4,68
4787,6.7,54
4788,7.1,80
4789,6.9,76
4790,7.2,100
4791,7.1,82
4792,8,63
4793,6.5,77
4794,6.4,85
4795,7.2,88
4796,6.2,95
4797,7.4,68
4798,7.9,58
4799,7.1,94
4800,7.3,84
4801,6.6,81
4802,5.8,88
4803,6.5,74
4804,7.9,100
4805,7.1,83
4806,7.4,80
4807,8.2,74
4808,7.5,83
4809,7.2,100
4810,7.3,95
4811,7.6,96
4812,6.7,71
4813,6.6,92
4814,6.5,88
4815,6.4,77
4816,7.6,100
4817,7.1,100
4818,7.2,53
4819,7.6,100
4820,6.6,71
4821,7.1,81
4822,7.7,100
4823,7,92
4824,7.2,96
4825,6.7,91
4826,7.5,94
4827,7.4,98
4828,7.2,94
4829,6.8,47
4830,8.9,
4831,6.9,71
4832,6.7,68
4833,6.9,67
4834,6.8,67
4835,7.9,100
4836,7,67
4837,7.6,92
4838,7,83
4839,7.2,86
4840,7.4,55
4841,7.1,88
4842,7.8,93
4843,7.5,83
4844,7.2,92
4845,7.2,100
4846,8.1,
4847,7.5,73
4848,7.2,89
4849,7.2,90
4850,7.8,57
4851,7.2,100
4852,7.1,91
4853,7.1,85
4854,6.4,44
4855,7.9,99
4856,7,78
4857,7.5,89
4858,6.6,79
4859,7.4,92
4860,7.4,70
4861,7.1,85
4862,6.5,54
4863,7.4,78
4864,6.7,87
4865,7.5,72
4866,7.6,41
4867,7.1,71
4868,7,90
4869,7.3,67
4870,7.4,100
4871,7.2,88
4872,6.5,64
4873,7,100
4874,6.9,81
4875,7.2,94
4876,6.2,83
4877,7.3,88
4878,7.2,67
4879,7,83
4880,7.5,79
4881,7.5,69
4882,7.1,62
4883,7.4,77
4884,7.1,94
4885,7.5,88
4886,6.5,82
4887,7,72
4888,6.7,85
4889,8.3,73
4890,7.5,91
4891,6.8,81
4892,5.7,95
4893,7.3,80
4894,7.1,81
4895,7.2,81
4896,7,65
4897,8.1,100
4898,7.4,96
4899,7.4,85
4900,7.4,92
4901,6.8,100
4902,7,58
4903,8,78
4904,6.3,54
4905,8.1,77
4906,7.1,76
4907,7.6,92
4908,6.8,100
4909,8.1,86
4910,7.8,100
4911,7.1,78
4912,6.3,33
4913,6.4,93
4914,7.2,86
4915,6.7,76
4916,6.5,81
4917,7,77
4918,7.2,87
4919,7.1,100
4920,6.9,100
4921,6,82
4922,7.3,38
4923,6.1,62
4924,7.3,91
4925,6.8,79
4926,7,83
4927,7.1,100
4928,7.3,73
4929,7.2,78
4930,7.6,94
4931,6.3,92
4932,7.9,63
4933,7,94
4934,6.9,56
4935,7.2,87
4936,7,90
4937,6.7,88
4938,7.3,76
4939,6.8,89
4940,7.5,100
4941,7.2,73
4942,7.7,63
4943,7,65
4944,6.2,95
4945,5.7,84
4946,6.2,85
4947,6.3,91
4948,6.6,100
4949,7.6,60
4950,6.9,100
4951,6,85
4952,7,98
4953,6.9,79
4954,7.2,97
4955,6.2,80
4956,6.9,91
4957,7.1,100
4958,7.3,71
4959,6.9,54
4960,7.1,80
4961,7.1,100
4962,6.1,72
4963,6.8,85
4964,6.9,96
4965,6.9,100
4966,7.1,87
4967,6.6,92
4968,7.6,58
4969,7.4,100
4970,6.5,33
4971,7.6,100
4972,5.8,82
4973,6.5,58
4974,7.8,86
4975,7.1,94
4976,7.2,57
4977,7.7,100
4978,6.5,89
4979,7.4,97
4980,7.5,100
4981,6.8,98
4982,6.1,78
4983,7.5,92
4984,7.3,48
4985,7.7,100
4986,7.7,82
4987,8,100
4988,8.3,89
4989,7.5,68
4990,6.3,86
4991,6.2,72
4992,7,80
4993,7,96
4994,6.8,84
4995,6,100
4996,7.6,98
4997,7.2,100
4998,7.1,100
4999,7.6,90
5000,7.4,100
5001,7.1,78
5002,6.7,57
5003,7.2,92
5004,6.6,74
5005,7,67
5006,6.8,88
5007,6.7,97
5008,7.1,95
5009,6.9,73
5010,7,74
5011,6.9,72
5012,6.8,97
5013,7.4,86
5014,6.8,90
5015,7.4,94
5016,7.7,94
5017,6.7,96
5018,7.1,91
5019,7.1,92
5020,7.1,69
5021,7.4,100
5022,6.2,28
5023,6.1,64
5024,6.7,100
5025,7.4,57
5026,7.4,83
5027,7.1,80
5028,6.8,37
5029,6.9,100
5030,6.9,61
5031,7.5,100
5032,7.1,100
5033,6.1,96
5034,6.8,100
5035,7.1,92
5036,7.4,92
5037,7.1,76
5038,6.6,64
5039,7.1,38
5040,5.8,85
5041,7.6,87
5042,7.3,32
5043,7,80
5044,6.7,93
5045,6.5,82
5046,7,79
5047,7,62
5048,6.9,68
5049,7,67
5050,6.7,97
5051,7.3,100
5052,6.4,89
5053,6.3,90
5054,6.2,83
5055,7.2,86
5056,7.1,85
5057,6.3,100
5058,6.6,100
5059,7.1,67
5060,7,100
5061,7.3,56
5062,6.8,64
5063,6,74
5064,8.6,
5065,7.1,91
5066,7.2,88
5067,6.3,75
5068,7.2,89
5069,7.3,79
5070,6.2,75
5071,6.4,87
5072,7,92
5073,6,73
5074,7.1,77
5075,7,88
5076,5.9,92
5077,7.1,86
5078,7.3,97
5079,6.6,93
5080,6.7,89
5081,4.9,100
5082,6.6,100
5083,7,82
5084,6.9,91
5085,7.1,85
5086,7,100
5087,6.9,100
5088,7.2,100
5089,6.5,80
5090,6.3,100
5091,6.6,91
5092,7.4,67
5093,6.1,100
5094,7.4,83
5095,7.5,55
5096,8.1,89
5097,6.9,81
5098,5.8,40
5099,7.3,73
5100,7.1,89
5101,5.9,90
5102,6.1,100
5103,7,81
5104,6.8,100
5105,6.7,92
5106,7.5,98
5107,6.3,80
5108,6.4,53
5109,7.4,92
5110,6.6,86
5111,9.3,
5112,7.8,100
5113,7.6,96
5114,7,87
5115,7.4,71
5116,7.7,89
5117,7.3,65
5118,6.7,81
5119,7.1,41
5120,6.6,100
5121,7.5,85
5122,6.3,73
5123,7.2,85
5124,6.5,75
5125,5.9,96
5126,6.8,87
5127,7.2,100
5128,7.6,100
5129,7.8,83
5130,7.2,89
5131,6.7,74
5132,6.4,43
5133,7.4,78
5134,6.4,59
5135,7.1,100
5136,6.6,86
5137,6.5,80
5138,6.4,71
5139,7.4,91
5140,6.1,77
5141,6.8,90
5142,6.6,82
5143,7.1,87
5144,6.3,91
5145,6.5,43
5146,7.3,84
5147,7.5,80
5148,6.7,45
5149,6.6,69
5150,6.7,86
5151,6.7,86
5152,6.2,100
5153,7.6,85
5154,8.7,
5155,6.3,87
5156,6.7,86
5157,5.6,87
5158,7.3,100
5159,7.2,95
5160,7.9,100
5161,7.3,67
5162,5.5,63
5163,7.3,88
5164,6.4,43
5165,7.2,100
5166,6.2,69
5167,7.5,92
5168,6.2,24
5169,7.2,100
5170,6.8,82
5171,6.1,55
5172,6.2,100
5173,6.3,80
5174,6.9,83
5175,7.5,91
5176,6.8,79
5177,6.5,100
5178,6.9,87
5179,6.8,94
5180,6.8,100
5181,7.5,81
5182,6.7,46
5183,7.4,88
5184,7.2,83
5185,7.5,100
5186,5.6,92
5187,6.4,29
5188,5.7,71
5189,5.9,80
5190,6.3,33
5191,6.2,68
5192,7.5,85
5193,7.2,100
5194,6.3,86
5195,7.1,83
5196,7.2,85
5197,6.7,86
5198,7.3,83
5199,8.6,
5200,7.2,88
5201,7,100
5202,5.6,86
5203,7,96
5204,6.9,76
5205,7.2,86
5206,7,73
5207,7.5,94
5208,7.2,94
5209,7.4,86
5210,6.8,77
5211,6.4,38
5212,6.5,41
5213,6.5,63
5214,6.9,100
5215,6.2,46
5216,6.3,93
5217,6.8,91
5218,5.6,92
5219,7,83
5220,6.6,72
5221,6.4,92
5222,6.8,79
5223,7.2,82
5224,7.6,83
5225,6.6,85
5226,6.1,91
5227,6.6,73
5228,7.3,100
5229,7.3,100
5230,6.9,80
5231,7.2,100
5232,6.3,67
5233,7.3,100
5234,6.5,100
5235,6.2,42
5236,7.8,
5237,7.1,94
5238,6.4,86
5239,7.1,75
5240,6.9,83
5241,7.3,82
5242,6.7,77
5243,7.9,
5244,6.9,67
5245,7,88
5246,5.7,100
5247,6.8,52
5248,6.2,97
5249,6,53
5250,6.5,100
5251,7,82
5252,7.3,100
5253,6.3,67
5254,7.5,94
5255,6.2,68
5256,7.3,64
5257,6.9,95
5258,6.5,55
5259,6.5,93
5260,6.2,22
5261,6.2,64
5262,7.1,100
5263,6.1,60
5264,6.6,63
5265,7.1,60
5266,6.6,100
5267,7.2,86
5268,7.5,92
5269,6,73
5270,6.4,73
5271,6.9,76
5272,5.9,76
5273,7.2,83
5274,6.5,96
5275,6.8,14
5276,6.9,100
5277,7.3,80
5278,6.9,71
5279,6.5,91
5280,7.3,100
5281,7.7,
5282,5.6,88
5283,7,84
5284,7.3,73
5285,5.7,75
5286,6.6,100
5287,6.7,93
5288,6.2,71
5289,6.8,79
5290,7.1,96
5291,5.7,93
5292,6.7,100
5293,6.1,76
5294,7,59
5295,5.9,100
5296,6.9,86
5297,6.4,100
5298,6.8,93
5299,5.6,97
5300,6.7,100
5301,7,90
5302,6.6,78
5303,7.3,85
5304,6.4,36
5305,7.3,88
5306,6.9,97
5307,7,96
5308,6.4,77
5309,6.6,73
5310,6.3,95
5311,6.6,72
5312,7.7,100
5313,6.5,75
5314,6.3,83
5315,7.2,80
5316,5.6,90
5317,5,42
5318,7.4,30
5319,6.2,63
5320,6.3,31
5321,7.7,93
5322,7.1,89
5323,5.8,93
5324,6.6,79
5325,5.9,74
5326,6.2,80
5327,7.3,86
5328,6.4,29
5329,7.6,
5330,6.4,64
5331,7.1,56
5332,6.7,100
5333,6.6,60
5334,7.2,87
5335,6.6,62
5336,7.2,50
5337,6.7,64
5338,5.3,73
5339,7,64
5340,7,89
5341,6.5,80
5342,7.1,91
5343,4.6,100
5344,6.7,100
5345,6.6,92
5346,7.4,81
5347,6.2,83
5348,7,88
5349,7.1,94
5350,7.2,81
5351,4.7,78
5352,6.2,100
5353,5.5,100
5354,6,61
5355,7.2,
5356,7,96
5357,7.3,64
5358,6.7,95
5359,6.5,91
5360,7,
5361,6.7,100
5362,6.6,100
5363,6.5,60
5364,6.9,89
5365,6.3,53
5366,7.3,67
5367,6,30
5368,6.5,77
5369,6.8,96
5370,5.8,91
5371,6.4,69
5372,7.2,88
5373,6.9,52
5374,6.3,100
5375,7.4,86
5376,7.7,80
5377,7,64
5378,7.2,98
5379,6.5,64
5380,6,76
5381,6.5,61
5382,7.4,95
5383,6.9,84
5384,6.3,58
5385,7.3,67
5386,7.1,82
5387,6.9,100
5388,6.6,38
5389,6.3,73
5390,7,25
5391,6.3,29
5392,7.4,84
5393,5.4,100
5394,5.9,38
5395,6.8,83
5396,6.9,89
5397,7,90
5398,7.1,40
5399,7,100
5400,5.9,69
5401,6.4,75
5402,8.3,
5403,7,100
5404,6.9,82
5405,5.7,82
5406,6.5,55
5407,6.8,100
5408,7,88
5409,7.2,95
5410,7.2,55
5411,5.9,21
5412,7,86
5413,6.4,81
5414,5.8,57
5415,6.8,83
5416,7.2,87
5417,5.1,100
5418,7.1,90
5419,7,100
5420,7.4,96
5421,6.6,72
5422,7.2,100
5423,6.7,89
5424,6.5,88
5425,6.9,66
5426,7.7,84
5427,5.5,79
5428,7.6,100
5429,7.1,94
5430,6.4,60
5431,7.6,68
5432,6.7,56
5433,7,83
5434,5.8,79
5435,7.4,97
5436,6.7,56
5437,6.6,59
5438,6.5,70
5439,6.8,42
5440,6.8,48
5441,7.1,80
5442,6.6,94
5443,6.6,93
5444,5.6,92
5445,6.8,100
5446,7,83
5447,6.3,82
5448,6.8,46
5449,7,87
5450,6.7,40
5451,6.5,71
5452,7.2,85
5453,7.1,92
5454,6.3,100
5455,6.7,68
5456,6.7,74
5457,6.1,28
5458,5.8,79
5459,6.2,92
5460,8.3,
5461,6,92
5462,7,75
5463,7.2,88
5464,6.3,77
5465,7,75
5466,6.3,91
5467,4.1,88
5468,8.1,
5469,6.6,100
5470,6.3,100
5471,6.5,100
5472,6.9,75
5473,8.3,
5474,6.9,83
5475,8,100
5476,6.9,72
5477,6.9,57
5478,7,
5479,7.1,73
5480,5.6,50
5481,5.3,87
5482,6.4,87
5483,6.2,52
5484,6.4,86
5485,7.8,100
5486,5.4,100
5487,8.4,
5488,6.6,53
5489,7.3,75
5490,7.4,17
5491,4.9,85
5492,6.6,77
5493,6.9,71
5494,6.3,87
5495,5.3,100
5496,6.8,93
5497,5.9,40
5498,6.9,81
5499,7.1,
5500,6.9,83
5501,7,83
5502,7.3,100
5503,6.8,84
5504,6.4,80
5505,7,77
5506,7.7,86
5507,6.2,76
5508,6.8,83
5509,6.7,86
5510,7.3,83
5511,6.3,53
5512,6.8,80
5513,6.5,31
5514,6.2,86
5515,5.8,43
5516,6.6,76
5517,6.3,50
5518,6.6,76
5519,5.8,32
5520,5.7,100
5521,7.3,100
5522,7.2,94
5523,6.7,
5524,6.7,82
5525,4.4,44
5526,6.6,89
5527,6.6,89
5528,6.7,64
5529,5.8,74
5530,7.3,95
5531,6.2,75
5532,7.8,92
5533,7.2,100
5534,7.1,78
5535,6.3,100
5536,6.2,81
5537,7.1,78
5538,6.1,76
5539,6.2,19
5540,6.5,100
5541,7,67
5542,6,26
5543,6.9,90
5544,7.4,81
5545,6.7,86
5546,6.8,100
5547,7.4,
5548,6.3,61
5549,6.2,86
5550,7,53
5551,6.6,83
5552,6.8,94
5553,6.2,100
5554,6.5,75
5555,6.5,79
5556,7.1,50
5557,5.8,100
5558,6.8,82
5559,6.8,80
5560,6.5,90
5561,6.8,69
5562,6.4,28
5563,6.9,86
5564,4.5,100
5565,6.9,55
5566,6.4,83
5567,7.4,80
5568,6.4,100
5569,6.5,55
5570,6.2,56
5571,7.2,77
5572,7,80
5573,7.1,50
5574,6.8,89
5575,7.2,91
5576,6.3,73
5577,7.3,
5578,6.7,90
5579,7.7,88
5580,6.9,33
5581,6.7,92
5582,7.6,100
5583,6.1,49
5584,6.3,88
5585,5.8,91
5586,6.5,91
5587,6.9,40
5588,6.3,92
5589,7.7,100
5590,6.2,34
5591,7,92
5592,7.2,67
5593,6.5,57
5594,7.6,89
5595,5.8,64
5596,7.6,91
5597,5.4,86
5598,6.8,97
5599,6.8,90
5600,6.2,80
5601,5.8,88
5602,6,80
5603,6.6,73
5604,7.6,
5605,6.9,82
5606,6.6,100
5607,7.7,
5608,8.6,
5609,6.4,83
5610,6.4,84
5611,6.8,100
5612,7.3,88
5613,6.2,49
5614,7.2,86
5615,7.7,100
5616,7.7,91
5617,6.3,54
5618,7.1,40
5619,6.4,94
5620,6.3,75
5621,5.7,70
5622,5.7,56
5623,8.4,
5624,6,45
5625,6.6,57
5626,6.3,50
5627,8.2,
5628,7.5,100
5629,6.7,86
5630,6,65
5631,6.4,94
5632,5.2,92
5633,6.4,80
5634,6.4,50
5635,6.5,90
5636,6.4,88
5637,6,75
5638,6.6,91
5639,6.6,69
5640,6.3,97
5641,5.4,100
5642,6,79
5643,8.7,
5644,7.4,86
5645,6.8,50
5646,6.6,87
5647,6.4,88
5648,7,75
5649,6.9,30
5650,7,40
5651,6.4,57
5652,6.2,32
5653,6,90
5654,7,68
5655,6.6,63
5656,6.8,94
5657,6.6,48
5658,7.1,60
5659,6.8,82
5660,5.7,67
5661,7.1,78
5662,6.7,70
5663,6.8,71
5664,6.1,40
5665,6.9,54
5666,6.2,54
5667,6.1,67
5668,5.3,92
5669,6.5,43
5670,6.1,63
5671,6.6,57
5672,5.7,68
5673,6.8,82
5674,6.6,41
5675,6.2,90
5676,7.1,100
5677,4.4,89
5678,8,88
5679,6.9,64
5680,6.3,85
5681,6.2,100
5682,8.7,
5683,6.4,52
5684,6.8,88
5685,6.8,83
5686,6.8,100
5687,6.9,83
5688,6.4,76
5689,6.6,100
5690,6.5,43
5691,6.2,37
5692,7.6,90
5693,6.6,55
5694,7.3,88
5695,4.9,88
5696,6.3,100
5697,6.7,91
5698,6.9,43
5699,6.3,100
5700,6.8,37
5701,7.1,78
5702,6.6,27
5703,6.1,100
5704,7.2,82
5705,7.5,100
5706,7,94
5707,6.1,88
5708,6.5,83
5709,5.5,80
5710,6.1,77
5711,8.4,80
5712,6.9,100
5713,8,
5714,6.6,86
5715,6.7,100
5716,7.7,100
5717,6.1,60
5718,5.4,67
5719,6.7,46
5720,7.3,
5721,7.7,37
5722,5.5,83
5723,7.2,
5724,6.5,93
5725,7.1,80
5726,6.5,100
5727,7.1,40
5728,6,69
5729,7.9,64
5730,6.3,100
5731,8.6,
5732,8.4,
5733,6.2,40
5734,5.9,14
5735,6.8,50
5736,6.2,37
5737,6.5,59
5738,7,57
5739,6.9,91
5740,7.2,89
5741,6.9,80
5742,6.2,86
5743,7.3,80
5744,7.3,100
5745,6.8,72
5746,6.8,56
5747,6.9,56
5748,4.9,100
5749,7.1,
5750,6.8,58
5751,5.2,86
5752,5.8,67
5753,6.1,72
5754,6.9,80
5755,6.7,80
5756,8.4,
5757,6.3,29
5758,7.3,100
5759,7.5,
5760,7.4,64
5761,6.7,43
5762,7.2,50
5763,6.4,53
5764,5.1,81
5765,8.2,
5766,6.7,67
5767,7.1,75
5768,6.3,44
5769,6.2,64
5770,6.5,32
5771,6.3,26
5772,6.8,72
5773,8.2,
5774,6.6,100
5775,7.4,82
5776,5.8,74
5777,6.9,91
5778,6.2,44
5779,6.6,82
5780,6.4,41
5781,6.2,71
5782,6.9,62
5783,7,73
5784,7.2,37
5785,7.3,86
5786,6.2,89
5787,7.4,
5788,7.7,93
5789,5.5,73
5790,6.4,100
5791,6.9,88
5792,7.6,81
5793,6.3,82
5794,5.5,80
5795,6.9,80
5796,4.9,75
5797,6,68
5798,7.4,
5799,6.4,88
5800,5.7,63
5801,6.6,71
5802,7.1,85
5803,8,
5804,7.2,80
5805,6.3,69
5806,7.3,90
5807,6.6,32
5808,6.8,86
5809,5.4,100
5810,7.1,83
5811,5.8,83
5812,7.3,77
5813,5.6,35
5814,7.3,76
5815,5.7,67
5816,6.2,75
5817,7.3,75
5818,6.9,
5819,8.1,
5820,4.5,63
5821,6.1,32
5822,6.7,83
5823,6.9,79
5824,6.7,80
5825,6.8,71
5826,7.1,85
5827,6.1,80
5828,7.9,
5829,6.1,65
5830,6.8,67
5831,7,89
5832,6.4,87
5833,6.5,90
5834,6.7,78
5835,7.7,92
5836,6.2,78
5837,6.5,53
5838,4.7,90
5839,6.3,75
5840,5.1,86
5841,5.7,69
5842,7.2,
5843,6.6,38
5844,6.7,100
5845,6.4,50
5846,7.2,100
5847,5.6,88
5848,6.2,100
5849,7.2,
5850,8.2,
5851,7.8,100
5852,6.6,80
5853,7.5,
5854,7.7,
5855,5.8,43
5856,5.5,85
5857,6.7,43
5858,6.7,88
5859,6.2,45
5860,6.8,67
5861,7.2,75
5862,5.9,68
5863,7.3,88
5864,6.2,60
5865,5.3,50
5866,6.1,29
5867,6.5,96
5868,6,63
5869,6.9,57
5870,6.6,86
5871,7.2,60
5872,6.3,83
5873,7.2,
5874,6.2,88
5875,6.2,75
5876,5.8,80
5877,5.5,69
5878,6.4,65
5879,6.9,48
5880,6,18
5881,6.6,69
5882,5.4,61
5883,5.6,56
